id,number,color,rank,3,tank_id,tank_name,tourney_id
15122,23,orange,lieutenant,,12590,KAYNE,614
15123,24,blue,lieutenant,,11070,Supreme Commander,614
15124,25,purple,sergeant,,40196,Tiny,614
15125,1,purple,captain,,40032,croWn,615
15126,2,purple,captain,,40239,mr neo,615
15127,3,orange,lieutenant,,40586,Boots and Blood,615
15128,4,orange,lieutenant,,39570,Solaris,615
15129,5,blue,lieutenant,,40583,DeatH ThreaT,615
15130,6,blue,lieutenant,,40429,Torres del Paine,615
15131,7,orange,lieutenant,,40556,Hustler,615
15132,8,red,lieutenant,,40430,I AM HUNGOVER,615
15133,9,purple,lieutenant,,40426,Souls Of Mischief,615
15134,10,blue,lieutenant,,37549,general-le,615
15135,11,orange,lieutenant,,8256,Zheng Yi Sao,615
15136,12,blue,lieutenant,,38195,Jovial,615
15137,13,red,lieutenant,,40578,shackled negro,615
15138,14,red,lieutenant,,40257,Atretochoana,615
15139,15,purple,lieutenant,,40451,kribster ll,615
15140,16,red,lieutenant,,40584,I Feel Like Steph,615
15141,17,blue,lieutenant,,6584,Cadishack,615
15142,18,orange,corporal,,40576,USS Tankpit 1,615
15143,19,red,corporal,,1,red-1,615
15144,20,red,corporal,,2,red-2,615
15145,21,purple,corporal,,10,purple-1,615
15146,22,purple,corporal,,11,purple-2,615
15147,23,blue,corporal,,19,blue-1,615
15148,24,blue,corporal,,20,blue-2,615
15149,25,orange,corporal,,28,orange-1,615
15150,1,orange,major,,40613,FREE BLUNTZ,616
15151,2,orange,captain,,40338,Captain America,616
15152,3,orange,captain,,40614,Poots Reason,616
15153,4,orange,captain,,40556,Hustler,616
15154,5,red,captain,,40333,Electric Church,616
15155,6,purple,lieutenant,,40615,the real kribster,616
15156,7,blue,lieutenant,,3855,PainfulDEATH,616
15157,8,orange,lieutenant,,40030,YURIS HORILKA,616
15158,9,blue,lieutenant,,39570,Solaris,616
15159,10,red,lieutenant,,40610,-PICKETTS CHARGE-,616
15160,11,red,lieutenant,,40426,Souls Of Mischief,616
15161,12,purple,lieutenant,,40612,Muphaasa,616
15162,13,purple,lieutenant,,40596,Elektra,616
15163,14,blue,lieutenant,,40584,I Feel Like Steph,616
15164,15,red,lieutenant,,40446,kribster,616
15165,16,blue,lieutenant,,40578,shackled negro,616
15166,17,purple,lieutenant,,516,HorseFace,616
15167,18,blue,lieutenant,,40451,kribster ll,616
15168,19,purple,sergeant,,40608,tank name business,616
15169,20,red,corporal,,37549,general-le,616
15170,21,red,corporal,,37306,genjamesle,616
15171,22,red,corporal,,1,red-1,616
15172,23,red,corporal,,2,red-2,616
15173,24,purple,corporal,,10,purple-1,616
15174,25,purple,corporal,,11,purple-2,616
15175,1,orange,major,,40704,Ant-Man,617
15176,2,blue,major,,38685,DESIRE,617
15177,3,red,captain,,40667,RIP Carl Sr 53-2010,617
15178,4,purple,captain,,40700,watching the game,617
15179,5,blue,captain,,39255,xGorillaz,617
15180,6,orange,captain,,40698,Wreck-Gar,617
15181,7,blue,captain,,39619,Kassius,617
15182,8,orange,captain,,40605,RAMSAY BOLTON 2016,617
15183,9,orange,captain,,40232,zubziLLa,617
15184,10,purple,lieutenant,,40705,Born In The Light,617
15185,11,blue,lieutenant,,40703,red-1,617
15186,12,red,lieutenant,,40022,Lycos It,617
15187,13,red,lieutenant,,40702,LEBRON,617
15188,14,purple,lieutenant,,40701,Battlefield-2,617
15189,15,orange,lieutenant,,38146,Juturna,617
15190,16,purple,lieutenant,,40696,SupastitioN,617
15191,17,orange,lieutenant,,40699,Moscato,617
15192,18,purple,lieutenant,,37433,genilovewin,617
15193,19,blue,lieutenant,,38752,Heru,617
15194,20,red,lieutenant,,40608,tank name business,617
15195,21,purple,lieutenant,,39469,World On A Wire,617
15196,22,blue,sergeant,,39586,Skeletor,617
15197,23,red,sergeant,,6584,Cadishack,617
15198,24,orange,sergeant,,40387,Felicity Smoak,617
15199,25,red,corporal,,40691,SWordfighter,617
15200,1,blue,captain,,40746,HATERS GONNA HATE,618
15201,2,blue,captain,,39610,Apeface,618
15202,3,blue,captain,,27468,BORG,618
15203,4,purple,captain,,40698,Wreck-Gar,618
15204,5,purple,captain,,40171,Mr Garrison,618
15205,6,red,captain,,40596,Elektra,618
15206,7,red,captain,,39169,Blue Headquarters,618
15207,8,orange,captain,,40426,Souls Of Mischief,618
15208,9,orange,captain,,40749,WEEKENDLOVE,618
15209,10,orange,captain,,40743,SummaTimeSadNESS,618
15210,11,blue,captain,,37433,genilovewin,618
15211,12,red,lieutenant,,40750,PROGRESSIVE MOVEMENT,618
15212,13,blue,lieutenant,,40705,Born In The Light,618
15213,14,purple,lieutenant,,40751,gsw beat okc xD,618
15214,15,purple,lieutenant,,6935,The Turd,618
15215,16,red,lieutenant,,11784,DESERT STORM,618
15216,17,red,lieutenant,,40429,Torres del Paine,618
15217,18,purple,lieutenant,,40022,Lycos It,618
15218,19,red,lieutenant,,37649,Fur Coat Blues,618
15219,20,purple,lieutenant,,25039,INVICTUS,618
15220,21,orange,lieutenant,,40748,GOLD CUP,618
15221,22,orange,lieutenant,,40640,Arbok,618
15222,23,purple,lieutenant,,6584,Cadishack,618
15223,24,red,lieutenant,,40713,YOUR ALL NINJAS,618
15224,25,blue,lieutenant,,39469,World On A Wire,618
15225,1,purple,major,,39169,Blue Headquarters,619
15226,2,red,major,,8355,Bailey,619
15227,3,red,captain,,40784,STALKER STEPHEN,619
15228,4,red,captain,,40790,OF TANKS AND MEN,619
15229,5,purple,captain,,40022,Lycos It,619
15230,6,orange,captain,,40781,Spring Chicken,619
15231,7,blue,captain,,3855,PainfulDEATH,619
15232,8,purple,captain,,40776,Cyclonus,619
15233,9,orange,captain,,40374,Livid,619
15234,10,red,captain,,8499,My Little Pony,619
15235,11,red,lieutenant,,40789,i,619
15236,12,red,lieutenant,,40780,Makalu,619
15237,13,red,lieutenant,,40783,PEEPING TOM,619
15238,14,purple,lieutenant,,40777,Winds of Winter,619
15239,15,purple,lieutenant,,39619,Kassius,619
15240,16,blue,lieutenant,,39469,World On A Wire,619
15241,17,purple,lieutenant,,516,HorseFace,619
15242,18,orange,lieutenant,,40791,CHILDHUMPER CUJO,619
15243,19,orange,lieutenant,,40696,SupastitioN,619
15244,20,orange,lieutenant,,40699,Moscato,619
15245,21,blue,lieutenant,,28729,siPPy,619
15246,22,blue,lieutenant,,40751,gsw beat okc xD,619
15247,23,blue,lieutenant,,40793,chaos other,619
15248,24,blue,lieutenant,,40729,Superion,619
15249,25,blue,corporal,,40792,The Buck Stops Here,619
15250,1,orange,major,,3855,PainfulDEATH,620
15251,2,purple,captain,,40374,Livid,620
15252,3,purple,captain,,40895,Hand Banana,620
15253,4,blue,captain,,37649,Fur Coat Blues,620
15254,5,orange,captain,,40870,I NEED A LIEUT,620
15255,6,purple,captain,,40608,tank name business,620
15256,7,orange,captain,,40749,WEEKENDLOVE,620
15257,8,red,lieutenant,,40022,Lycos It,620
15258,9,orange,lieutenant,,40596,Elektra,620
15259,10,red,lieutenant,,40890,YALL ARE WEAKSAUCE,620
15260,11,purple,lieutenant,,12996,SimplyMagnificent,620
15261,12,red,lieutenant,,40780,Makalu,620
15262,13,orange,lieutenant,,40728,Vorath,620
15263,14,orange,lieutenant,,40891,The Falcon,620
15264,15,blue,lieutenant,,39469,World On A Wire,620
15265,16,red,lieutenant,,40897,GOAT HUMPER JACK,620
15266,17,purple,lieutenant,,25039,INVICTUS,620
15267,18,purple,lieutenant,,40896,Jake from State Farm,620
15268,19,blue,lieutenant,,40387,Felicity Smoak,620
15269,20,blue,lieutenant,,40853,gsw beat cavs xD,620
15270,21,red,lieutenant,,40740,I AM JON SNOW,620
15271,22,blue,lieutenant,,16493,Will CUP for CASH,620
15272,23,red,lieutenant,,40881,WEENIE Co,620
15273,24,orange,sergeant,,6935,The Turd,620
15274,25,blue,sergeant,,40756,Anti-Obama-Tank,620
15275,1,blue,captain,,40853,gsw beat cavs xD,621
15276,2,red,captain,,40705,Born In The Light,621
15277,3,red,captain,,516,HorseFace,621
15278,4,blue,captain,,40776,Cyclonus,621
15279,5,orange,captain,,40950,WEEKENDLOVE,621
15280,6,red,lieutenant,,25039,INVICTUS,621
15281,7,orange,lieutenant,,40945,Telos,621
15282,8,blue,lieutenant,,40948,Atonement,621
15283,9,blue,lieutenant,,40596,Elektra,621
15284,10,orange,lieutenant,,40946,RiP ALi UrDaGreatest,621
15285,11,purple,lieutenant,,40426,Souls Of Mischief,621
15286,12,red,lieutenant,,35855,Golani,621
15287,13,blue,lieutenant,,30019,Aeris,621
15288,14,purple,lieutenant,,40693,exemplar,621
15289,15,purple,lieutenant,,16574,iPhone,621
15290,16,purple,lieutenant,,39619,Kassius,621
15291,17,orange,lieutenant,,39761,WU JOHN,621
15292,18,purple,lieutenant,,40881,WEENIE Co,621
15293,19,red,lieutenant,,40889,SmashThat,621
15294,20,purple,lieutenant,,1603,Obliterator,621
15295,21,blue,sergeant,,40907,rubberpower,621
15296,22,orange,sergeant,,39132,CalvinKay,621
15297,23,orange,sergeant,,39193,NO GAS,621
15298,24,red,corporal,,40608,tank name business,621
15299,25,red,corporal,,1,red-1,621
15300,1,purple,major,,40969,Hays is a pleb,622
15301,2,purple,major,,40968,Shiya,622
15302,3,purple,captain,,40608,tank name business,622
15303,4,orange,captain,,39570,Solaris,622
15304,5,orange,captain,,40948,Atonement,622
15305,6,purple,captain,,37649,Fur Coat Blues,622
15306,7,orange,captain,,39094,TombstonE,622
15307,8,purple,lieutenant,,35855,Golani,622
15308,9,purple,lieutenant,,40780,Makalu,622
15309,10,blue,lieutenant,,32058,fLaPpYBiRd,622
15310,11,red,lieutenant,,40799,Just Trust,622
15311,12,red,lieutenant,,516,HorseFace,622
15312,13,orange,lieutenant,,40784,STALKER STEPHEN,622
15313,14,red,lieutenant,,39366,JoHNDaSaGe,622
15314,15,orange,lieutenant,,40426,Souls Of Mischief,622
15315,16,red,lieutenant,,6779,oxy,622
15316,17,red,lieutenant,,40973,small richard thundy,622
15317,18,blue,lieutenant,,40698,Wreck-Gar,622
15318,19,red,lieutenant,,6584,Cadishack,622
15319,20,red,lieutenant,,39136,NocturnaL RainbowS,622
15320,21,orange,lieutenant,,40970,BigRichardHays,622
15321,22,blue,lieutenant,,40881,WEENIE Co,622
15322,23,orange,sergeant,,15046,Kdiz,622
15323,24,blue,sergeant,,12591,Jarhead,622
15324,25,blue,sergeant,,40792,The Buck Stops Here,622
15325,1,purple,captain,,28895,Stones River,623
15326,2,red,captain,,40596,Elektra,623
15327,3,red,lieutenant,,39570,Solaris,623
15328,4,orange,lieutenant,,41008,somethinG speCial,623
15329,5,blue,lieutenant,,41007,Manic,623
15330,6,purple,lieutenant,,38146,Juturna,623
15331,7,blue,lieutenant,,41004,GORILLA MILKER,623
15332,8,purple,lieutenant,,11070,Supreme Commander,623
15333,9,purple,lieutenant,,19470,Singed,623
15334,10,purple,lieutenant,,40881,WEENIE Co,623
15335,11,orange,lieutenant,,40780,Makalu,623
15336,12,red,lieutenant,,40948,Atonement,623
15337,13,blue,lieutenant,,41003,HERAKLINOS,623
15338,14,orange,lieutenant,,37649,Fur Coat Blues,623
15339,15,blue,lieutenant,,33190,Overdrive,623
15340,16,orange,lieutenant,,40776,Cyclonus,623
15341,17,blue,lieutenant,,15046,Kdiz,623
15342,18,blue,lieutenant,,39824,dinky boy,623
15343,19,orange,lieutenant,,36221,Gavin Throttle,623
15344,20,red,lieutenant,,39172,tiles,623
15345,21,red,corporal,,1,red-1,623
15346,22,red,corporal,,2,red-2,623
15347,23,purple,corporal,,10,purple-1,623
15348,24,purple,corporal,,11,purple-2,623
15349,25,blue,corporal,,19,blue-1,623
15350,1,orange,major,,41064,Thisgamestilllives,624
15351,2,orange,captain,,506,weekend nachos,624
15352,3,orange,captain,,41069,Hawkeye,624
15353,4,red,lieutenant,,40448,Twisted Metal I,624
15354,5,purple,lieutenant,,39627,LEVITATE,624
15355,6,red,lieutenant,,6779,oxy,624
15356,7,purple,lieutenant,,32058,fLaPpYBiRd,624
15357,8,blue,lieutenant,,41066,UltraFear,624
15358,9,purple,lieutenant,,40391,DonkeyFace,624
15359,10,purple,lieutenant,,41063,Eiger,624
15360,11,blue,lieutenant,,31556,Hippity Hoppitus,624
15361,12,orange,lieutenant,,39469,World On A Wire,624
15362,13,red,lieutenant,,41065,Freya Crescent,624
15363,14,blue,lieutenant,,40426,Souls Of Mischief,624
15364,15,red,lieutenant,,40540,Live For Friction,624
15365,16,purple,lieutenant,,36692,White Light,624
15366,17,blue,lieutenant,,40693,exemplar,624
15367,18,orange,lieutenant,,37433,genilovewin,624
15368,19,red,lieutenant,,41003,HERAKLINOS,624
15369,20,orange,lieutenant,,30019,Aeris,624
15370,21,blue,corporal,,6584,Cadishack,624
15371,22,red,corporal,,41029,Merg3r,624
15372,23,red,corporal,,11857,D3r0ck,624
15373,24,red,corporal,,1,red-1,624
15374,25,red,corporal,,2,red-2,624
15375,1,orange,major,,40693,exemplar,625
15376,2,orange,captain,,32058,fLaPpYBiRd,625
15377,3,purple,captain,,40391,DonkeyFace,625
15378,4,blue,captain,,41096,Constellations,625
15379,5,purple,captain,,25039,INVICTUS,625
15380,6,purple,lieutenant,,41083,Tournament Moderator,625
15381,7,orange,lieutenant,,41094,SW LIKES viNEGARS,625
15382,8,purple,lieutenant,,38436,blazar basil,625
15383,9,red,lieutenant,,41073,Iron-Man,625
15384,10,red,lieutenant,,40426,Souls Of Mischief,625
15385,11,red,lieutenant,,6172,SHIPWRECK,625
15386,12,orange,lieutenant,,39619,Kassius,625
15387,13,red,lieutenant,,41095,2 hour waste of time,625
15388,14,blue,lieutenant,,39469,World On A Wire,625
15389,15,red,lieutenant,,41003,HERAKLINOS,625
15390,16,orange,lieutenant,,14305,The Happiness Patrol,625
15391,17,blue,lieutenant,,40741,Umphreys McGee,625
15392,18,blue,sergeant,,40776,Cyclonus,625
15393,19,blue,corporal,,41029,Merg3r,625
15394,20,purple,corporal,,41098,gaucho in the air,625
15395,21,red,corporal,,1,red-1,625
15396,22,red,corporal,,2,red-2,625
15397,23,purple,corporal,,10,purple-1,625
15398,24,purple,corporal,,11,purple-2,625
15399,25,blue,corporal,,19,blue-1,625
15400,1,blue,captain,,41008,somethinG speCial,626
15401,2,blue,captain,,37649,Fur Coat Blues,626
15402,3,blue,captain,,41112,Bogus,626
15403,4,blue,captain,,37433,genilovewin,626
15404,5,orange,captain,,41115,Iceland Swallows,626
15405,6,red,lieutenant,,39804,Stalker,626
15406,7,orange,lieutenant,,19470,Singed,626
15407,8,blue,lieutenant,,41007,Manic,626
15408,9,orange,lieutenant,,41107,LIAM NEEDS JESUS,626
15409,10,blue,lieutenant,,41073,Iron-Man,626
15410,11,purple,lieutenant,,41063,Eiger,626
15411,12,red,lieutenant,,41100,MareFace,626
15412,13,red,lieutenant,,41110,fLaPpYBiRd,626
15413,14,red,lieutenant,,41051,Tuck Frump,626
15414,15,red,lieutenant,,41108,Solus Prime,626
15415,16,blue,lieutenant,,40924,Scarlet OVERCLOCK,626
15416,17,orange,lieutenant,,40426,Souls Of Mischief,626
15417,18,purple,lieutenant,,40693,exemplar,626
15418,19,purple,lieutenant,,41114,Modulating Sneakers,626
15419,20,purple,lieutenant,,41113,Splyce,626
15420,21,orange,lieutenant,,40881,WEENIE Co,626
15421,22,purple,sergeant,,36712,Dj Cut Killer,626
15422,23,purple,sergeant,,40961,CastleS n CrownS,626
15423,24,orange,corporal,,41065,Freya Crescent,626
15424,25,red,corporal,,14630,just do it 3,626
15425,1,red,major,,41110,fLaPpYBiRd,627
15426,2,purple,captain,,25039,INVICTUS,627
15427,3,orange,captain,,40891,The Falcon,627
15428,4,red,captain,,41186,Pro At Life,627
15429,5,red,captain,,38436,blazar basil,627
15430,6,blue,captain,,41189,Minerva,627
15431,7,purple,lieutenant,,41007,Manic,627
15432,8,red,lieutenant,,35855,Golani,627
15433,9,purple,lieutenant,,19470,Singed,627
15434,10,orange,lieutenant,,41063,Eiger,627
15435,11,purple,lieutenant,,39469,World On A Wire,627
15436,12,blue,lieutenant,,41108,Solus Prime,627
15437,13,purple,lieutenant,,41195,What,627
15438,14,orange,lieutenant,,41190,Stewie Griffin,627
15439,15,purple,lieutenant,,11070,Supreme Commander,627
15440,16,red,lieutenant,,40048,O V O,627
15441,17,blue,sergeant,,40997,MacDadyDylan,627
15442,18,blue,sergeant,,41162,christ2good,627
15443,19,blue,corporal,,40779,Slaughterama,627
15444,20,orange,corporal,,40960,SimonKay,627
15445,21,orange,corporal,,41126,QualityQuandries,627
15446,22,purple,corporal,,41012,Orphan,627
15447,23,orange,corporal,,5747,WhosYourDaddy,627
15448,24,red,corporal,,1,red-1,627
15449,25,red,corporal,,2,red-2,627
15450,1,purple,major,,22892,Cadence,628
15451,2,red,major,,30019,Aeris,628
15452,3,purple,captain,,40333,Electric Church,628
15453,4,orange,captain,,41071,Beast,628
15454,5,orange,captain,,41231,GrUeSoMe,628
15455,6,purple,lieutenant,,31277,It Only Hurts At 1st,628
15456,7,blue,lieutenant,,41007,Manic,628
15457,8,red,lieutenant,,41236,Knights Templar,628
15458,9,red,lieutenant,,41235,intimedetor-U1993,628
15459,10,orange,lieutenant,,39824,dinky boy,628
15460,11,orange,lieutenant,,41096,Constellations,628
15461,12,red,lieutenant,,41230,Thisisarobbery,628
15462,13,red,lieutenant,,41221,GLORY,628
15463,14,orange,lieutenant,,41232,ikillmyselfonsunday,628
15464,15,blue,lieutenant,,41229,bestplayerinhistory,628
15465,16,blue,lieutenant,,15046,Kdiz,628
15466,17,blue,lieutenant,,41233,iexplore,628
15467,18,purple,sergeant,,23313,AsphaltKing21,628
15468,19,blue,corporal,,40997,MacDadyDylan,628
15469,20,red,corporal,,1,red-1,628
15470,21,red,corporal,,2,red-2,628
15471,22,purple,corporal,,10,purple-1,628
15472,23,purple,corporal,,11,purple-2,628
15473,24,blue,corporal,,19,blue-1,628
15474,25,blue,corporal,,20,blue-2,628
15475,1,red,captain,,41051,Tuck Frump,629
15476,2,red,captain,,41172,A Tank Has No Name,629
15477,3,orange,captain,,41256,Darksteel,629
15478,4,blue,captain,,41007,Manic,629
15479,5,orange,captain,,40112,Bender B Rodriguez,629
15480,6,orange,captain,,34223,ShadoW iz LeGenD,629
15481,7,purple,lieutenant,,41254,ohana,629
15482,8,orange,lieutenant,,25039,INVICTUS,629
15483,9,red,lieutenant,,6779,oxy,629
15484,10,purple,lieutenant,,41063,Eiger,629
15485,11,blue,lieutenant,,41260,Theodore Roosevelt,629
15486,12,blue,lieutenant,,22491,The Seventh Trumpet,629
15487,13,purple,lieutenant,,41229,bestplayerinhistory,629
15488,14,purple,lieutenant,,40135,Tyrion Lannister,629
15489,15,red,lieutenant,,41259,if cavs win i die,629
15490,16,purple,sergeant,,41250,Aggro,629
15491,17,orange,sergeant,,41236,Knights Templar,629
15492,18,purple,corporal,,13298,OptimusPrime,629
15493,19,blue,corporal,,7867,Exaltes,629
15494,20,red,corporal,,13264,battlezone,629
15495,21,blue,corporal,,39469,World On A Wire,629
15496,22,red,corporal,,1,red-1,629
15497,23,red,corporal,,2,red-2,629
15498,24,purple,corporal,,10,purple-1,629
15499,25,purple,corporal,,11,purple-2,629
15500,1,purple,major,,39255,xGorillaz,630
15501,2,purple,captain,,41296,fLaPpYBiRd,630
15502,3,red,captain,,19470,Singed,630
15503,4,red,captain,,41007,Manic,630
15504,5,blue,captain,,37222,Abraham Simpson VI,630
15505,6,orange,captain,,37433,genilovewin,630
15506,7,red,lieutenant,,32413,-xKnight,630
15507,8,purple,lieutenant,,41290,Orenthal J Simpson,630
15508,9,blue,lieutenant,,41277,Ares,630
15509,10,red,lieutenant,,41300,HARAMBEEEEEE NOOOO,630
15510,11,orange,lieutenant,,39469,World On A Wire,630
15511,12,red,lieutenant,,41293,Hallelujah Goat,630
15512,13,purple,lieutenant,,41295,Roronoa Zoro,630
15513,14,orange,lieutenant,,41186,Pro At Life,630
15514,15,blue,lieutenant,,41096,Constellations,630
15515,16,red,lieutenant,,41221,GLORY,630
15516,17,orange,lieutenant,,41298,Leo Prime,630
15517,18,purple,lieutenant,,41299,Currie Canyon,630
15518,19,purple,lieutenant,,40708,South Beach SLaYa,630
15519,20,blue,sergeant,,12590,KAYNE,630
15520,21,blue,sergeant,,41292,Okisme is dead,630
15521,22,orange,sergeant,,41190,Stewie Griffin,630
15522,23,orange,corporal,,33343,CAESARRR,630
15523,24,purple,corporal,,36770,FADE,630
15524,25,blue,corporal,,39824,dinky boy,630
15525,1,red,captain,,41387,JoHNDaiMPoTeNT,631
15526,2,purple,captain,,39804,Stalker,631
15527,3,purple,captain,,41388,soldeirDominator- 19,631
15528,4,orange,captain,,41383,GoT-inb4WallComeDown,631
15529,5,purple,captain,,36692,White Light,631
15530,6,blue,lieutenant,,40924,Scarlet OVERCLOCK,631
15531,7,blue,lieutenant,,41380,Goddess of Dawn,631
15532,8,blue,lieutenant,,6779,oxy,631
15533,9,blue,lieutenant,,41385,SadistiK,631
15534,10,red,lieutenant,,38195,Jovial,631
15535,11,orange,lieutenant,,39018,GLiDDEN,631
15536,12,purple,lieutenant,,39824,dinky boy,631
15537,13,orange,lieutenant,,41307,Athena,631
15538,14,red,lieutenant,,40799,Just Trust,631
15539,15,orange,lieutenant,,41386,Telos,631
15540,16,purple,lieutenant,,6584,Cadishack,631
15541,17,red,corporal,,39360,WorldYouthDay,631
15542,18,orange,corporal,,39619,Kassius,631
15543,19,red,corporal,,1,red-1,631
15544,20,red,corporal,,2,red-2,631
15545,21,purple,corporal,,10,purple-1,631
15546,22,purple,corporal,,11,purple-2,631
15547,23,blue,corporal,,19,blue-1,631
15548,24,blue,corporal,,20,blue-2,631
15549,25,orange,corporal,,28,orange-1,631
15550,1,blue,major,,39824,dinky boy,632
15551,2,purple,captain,,40985,WHEREZ DES,632
15552,3,orange,captain,,41297,Izuku Midoriya,632
15553,4,purple,captain,,41416,mmmbears,632
15554,5,orange,captain,,37222,Abraham Simpson VI,632
15555,6,orange,captain,,25039,INVICTUS,632
15556,7,orange,captain,,39469,World On A Wire,632
15557,8,blue,captain,,41422,tanK-demorilizer8674,632
15558,9,orange,captain,,41393,Cosmagus,632
15559,10,red,lieutenant,,40387,Felicity Smoak,632
15560,11,red,lieutenant,,19470,Singed,632
15561,12,blue,lieutenant,,38653,sporty spice,632
15562,13,orange,lieutenant,,40774,Crazy Beaches,632
15563,14,purple,lieutenant,,41427,Midnight Moon,632
15564,15,purple,lieutenant,,41260,Theodore Roosevelt,632
15565,16,blue,lieutenant,,40777,Winds of Winter,632
15566,17,red,lieutenant,,40396,Skyquake,632
15567,18,blue,lieutenant,,41293,Hallelujah Goat,632
15568,19,purple,lieutenant,,41425,Vanity,632
15569,20,purple,lieutenant,,41423,FancyPants,632
15570,21,purple,lieutenant,,41396,Minerva,632
15571,22,red,lieutenant,,40640,Arbok,632
15572,23,red,lieutenant,,10859,TAURUSSS,632
15573,24,orange,lieutenant,,5202,Ms Lucy,632
15574,25,orange,lieutenant,,40048,O V O,632
15575,1,red,captain,,40112,Bender B Rodriguez,633
15576,2,red,captain,,41260,Theodore Roosevelt,633
15577,3,blue,captain,,41295,Roronoa Zoro,633
15578,4,blue,captain,,41006,A Whale,633
15579,5,red,captain,,41277,Ares,633
15580,6,red,captain,,35292,Duvdevan,633
15581,7,orange,captain,,41445,Dark Sky,633
15582,8,blue,lieutenant,,41438,THIS IS NOT KAYNE,633
15583,9,purple,lieutenant,,41386,Telos,633
15584,10,blue,lieutenant,,11070,Supreme Commander,633
15585,11,orange,lieutenant,,41444,Brass Strangs,633
15586,12,red,lieutenant,,41446,Minerva,633
15587,13,purple,lieutenant,,41447,as-2,633
15588,14,purple,lieutenant,,37433,genilovewin,633
15589,15,blue,lieutenant,,31667,Galvatron,633
15590,16,red,lieutenant,,41335,Lone Wolf,633
15591,17,purple,lieutenant,,39469,World On A Wire,633
15592,18,orange,lieutenant,,40881,WEENIE Co,633
15593,19,orange,lieutenant,,19470,Singed,633
15594,20,orange,sergeant,,41443,Thunder frm Jalandar,633
15595,21,blue,sergeant,,41126,QualityQuandries,633
15596,22,orange,corporal,,40408,CrisisSTRIKES,633
15597,23,orange,corporal,,41404,Micheals2,633
15598,24,purple,corporal,,16563,Uni so  pure,633
15599,25,orange,corporal,,41167,zaidun,633
15600,1,purple,major,,41503,600 Pounds of Sin,634
15601,2,purple,captain,,41501,FULL CIRCUIT,634
15602,3,orange,captain,,41498,Fighting Illini 08,634
15603,4,blue,captain,,41005,Tiger Invasion,634
15604,5,blue,captain,,4539,wones,634
15605,6,red,captain,,40905,orange-9,634
15606,7,red,lieutenant,,41500,TRON best map,634
15607,8,red,lieutenant,,40387,Felicity Smoak,634
15608,9,purple,lieutenant,,41096,Constellations,634
15609,10,blue,lieutenant,,14970,F-71 Blackbird,634
15610,11,blue,lieutenant,,41294,Monkey D Luffy,634
15611,12,purple,lieutenant,,41499,Earths Essence,634
15612,13,orange,lieutenant,,41447,as-2,634
15613,14,red,lieutenant,,41126,QualityQuandries,634
15614,15,orange,lieutenant,,41422,tanK-demorilizer8674,634
15615,16,orange,sergeant,,33216,Tank-Killa,634
15616,17,red,corporal,,41488,BLESSED FROM BELOW,634
15617,18,blue,corporal,,41423,FancyPants,634
15618,19,red,corporal,,41502,fk187,634
15619,20,red,corporal,,1,red-1,634
15620,21,red,corporal,,2,red-2,634
15621,22,purple,corporal,,10,purple-1,634
15622,23,purple,corporal,,11,purple-2,634
15623,24,blue,corporal,,19,blue-1,634
15624,25,blue,corporal,,20,blue-2,634
15625,1,purple,major,,41375,The Prophet,635
15626,2,orange,captain,,3224,Colin Mochrie,635
15627,3,purple,captain,,41162,christ2good,635
15628,4,red,captain,,41063,Eiger,635
15629,5,red,captain,,41549,Ji Ning,635
15630,6,orange,captain,,6584,Cadishack,635
15631,7,purple,captain,,41126,QualityQuandries,635
15632,8,red,lieutenant,,41554,First Light,635
15633,9,purple,lieutenant,,15429,Helms Deep,635
15634,10,red,lieutenant,,41555,Mr Sparkle,635
15635,11,orange,lieutenant,,41534,Bouncy Castle,635
15636,12,orange,lieutenant,,36984,God Is an Astronaut,635
15637,13,blue,lieutenant,,41386,Telos,635
15638,14,blue,lieutenant,,40777,Winds of Winter,635
15639,15,red,lieutenant,,39469,World On A Wire,635
15640,16,blue,lieutenant,,41559,Gravity,635
15641,17,blue,lieutenant,,12590,KAYNE,635
15642,18,orange,lieutenant,,28680,Fat Bottomed Girls,635
15643,19,orange,lieutenant,,41230,Thisisarobbery,635
15644,20,purple,lieutenant,,41422,tanK-demorilizer8674,635
15645,21,purple,lieutenant,,41558,nooble,635
15646,22,blue,lieutenant,,40889,SmashThat,635
15647,23,purple,lieutenant,,34671,Portugal The Man,635
15648,24,blue,lieutenant,,39824,dinky boy,635
15649,25,blue,sergeant,,39619,Kassius,635
15650,1,blue,captain,,41589,Thundercloud,636
15651,2,orange,captain,,41576,PROBABILITYOFSUCCESS,636
15652,3,purple,captain,,40973,small richard thundy,636
15653,4,purple,captain,,15429,Helms Deep,636
15654,5,orange,captain,,41549,Ji Ning,636
15655,6,blue,captain,,10859,TAURUSSS,636
15656,7,red,lieutenant,,40387,Felicity Smoak,636
15657,8,purple,lieutenant,,41277,Ares,636
15658,9,blue,lieutenant,,19470,Singed,636
15659,10,red,lieutenant,,41422,tanK-demorilizer8674,636
15660,11,orange,lieutenant,,41537,Murica F Yeah,636
15661,12,red,lieutenant,,41596,Kirkjufell,636
15662,13,orange,lieutenant,,41594,Sky God,636
15663,14,orange,lieutenant,,39469,World On A Wire,636
15664,15,red,lieutenant,,25039,INVICTUS,636
15665,16,blue,lieutenant,,41162,christ2good,636
